OBJECTID,GEOID10,WCCDistrict,DPDPrecinct,DETCouncilDist
1237,26099230800,,,
1238,26099230900,,,
1239,26081002500,,,
1240,26147650200,,,
1241,26099247200,,,
1242,26099217000,,,
1243,26099218000,,,
1244,26099224400,,,
1245,26099226700,,,
1246,26099243000,,,
1247,26099223400,,,
1248,26099210000,,,
1249,26081003600,,,
1250,26081003700,,,
1251,26081003800,,,
1252,26081003900,,,
1253,26081004000,,,
1254,26081004100,,,
1255,26081004200,,,
1256,26081004300,,,
1257,26081004500,,,
1258,26081004600,,,
1259,26033971100,,,
1260,26033970600,,,
1261,26033970700,,,
1262,26033970800,,,
1263,26033971000,,,
1264,26033970900,,,
1265,26033970200,,,
1266,26099245100,,,
1267,26099231000,,,
1268,26099231100,,,
1269,26099231200,,,
1270,26099982000,,,
1271,26099231400,,,
1272,26099231500,,,
1273,26159010900,,,
1274,26159011002,,,
1275,26159010200,,,
1276,26159010600,,,
1277,26159011600,,,
1278,26023951300,,,
1279,26023950800,,,
1280,26023950900,,,
1281,26023951000,,,
1282,26023950200,,,
1283,26023950300,,,
1284,26023951200,,,
1285,26023951100,,,
1286,26023950100,,,
1287,26023951600,,,
1288,26023951500,,,
1289,26081011600,,,
1290,26081011801,,,
1291,26081012003,,,
1292,26081014200,,,
1293,26005032200,,,
1294,26005032401,,,
1295,26005032402,,,
1296,26005030200,,,
1297,26005030704,,,
1298,26005030902,,,
1299,26005030901,,,
1300,26033970300,,,
1301,26033970400,,,
1302,26033970500,,,
1303,26033980100,,,
1304,26033980200,,,
1305,26033980300,,,
1306,26033970100,,,
1307,26099231600,,,
1308,26099231700,,,
1309,26099231800,,,
1310,26099231900,,,
1311,26099232000,,,
1312,26099232100,,,
1313,26099232200,,,
1314,26099232300,,,
1315,26099232400,,,
1316,26159011500,,,
1317,26159011400,,,
1318,26159011300,,,
1319,26159010300,,,
1320,26159010400,,,
1321,26159010500,,,
1322,26023951400,,,
1323,26131970100,,,
1324,26131970200,,,
1325,26131970300,,,
1326,26081012004,,,
1327,26081011302,,,
1328,26081013000,,,
1329,26081013100,,,
1330,26081014807,,,
1331,26081013200,,,
1332,26081014501,,,
1333,26005030703,,,
1334,26005032600,,,
1335,26099250000,,,
1336,26099250100,,,
1337,26099228000,,,
1338,26099223500,,,
1339,26099228100,,,
1340,26099221800,,,
1341,26099260000,,,
1342,26099260100,,,
1343,26099260200,,,
1344,26099260300,,,
1345,26099260400,,,
1346,26159010100,,,
1347,26159011800,,,
1348,26159012000,,,
1349,26159011900,,,
1350,26081012605,,,
1351,26081012701,,,
1352,26081012702,,,
1353,26081012703,,,
1354,26081012800,,,
1355,26081012901,,,
1356,26081012902,,,
1357,26081014703,,,
1358,26081011403,,,
1359,26081012606,,,
1360,26005030800,,,
1361,26005031100,,,
1362,26005031200,,,
1363,26005031000,,,
1364,26099250200,,,
1365,26099250600,,,
1366,26099250700,,,
1367,26099251000,,,
1368,26099251100,,,
1369,26099251200,,,
1370,26099251600,,,
1371,26099251700,,,
1372,26099212000,,,
1373,26099214000,,,
1374,26099242100,,,
1375,26099982300,,,
1376,26099260600,,,
1377,26099260700,,,
1378,26099260800,,,
1379,26099260900,,,
1380,26099261000,,,
1381,26099261100,,,
1382,26099261200,,,
1383,26099261300,,,
1384,26099261400,,,
1385,26099261500,,,
1386,26099261600,,,
1387,26081011001,,,
1388,26081011200,,,
1389,26081011301,,,
1390,26081010301,,,
1391,26081010302,,,
1392,26005030401,,,
1393,26005030402,,,
1394,26005031900,,,
1395,26005032000,,,
1396,26005032100,,,
1397,26005030702,,,
1398,26099226400,,,
1399,26099206700,,,
1400,26099262100,,,
1401,26099268000,,,
1402,26099268100,,,
1403,26099214500,,,
1404,26099222500,,,
1405,26099221100,,,
1406,26099261700,,,
1407,26099261800,,,
1408,26099261900,,,
1409,26099262000,,,
1410,26099262200,,,
1411,26099262300,,,
1412,26099262400,,,
1413,26099262500,,,
1414,26099262600,,,
1415,26099262700,,,
1416,26099262800,,,
1417,26099262900,,,
1418,26103000100,,,
1419,26103000200,,,
1420,26103000600,,,
1421,26081010903,,,
1422,26081010401,,,
1423,26081014704,,,
1424,26081011500,,,
1425,26081011803,,,
1426,26081011701,,,
1427,26081013300,,,
1428,26081010102,,,
1429,26045020800,,,
1430,26045021100,,,
1431,26045020101,,,
1432,26045020202,,,
1433,26045020302,,,
1434,26045020102,,,
1435,26045020103,,,
1436,26005030600,,,
1437,26005030500,,,
1438,26005031300,,,
1439,26005031800,,,
1440,26005030300,,,
1441,26099221200,,,
1442,26099240000,,,
1443,26099242500,,,
1444,26099244000,,,
1445,26099240300,,,
1446,26099240400,,,
1447,26099240500,,,
1448,26099240600,,,
1449,26099240700,,,
1450,26099263200,,,
1451,26099982200,,,
1452,26099263400,,,
1453,26099263500,,,
1454,26099263600,,,
1455,26099263700,,,
1456,26099263800,,,
1457,26099263900,,,
1458,26099264000,,,
1459,26099264200,,,
1460,26099267600,,,
1461,26103002200,,,
1462,26103002300,,,
1463,26103001100,,,
1464,26103001200,,,
1465,26103001300,,,
1466,26103002600,,,
1467,26103002500,,,
1468,26103002400,,,
1469,26103001700,,,
1470,26103001800,,,
1471,26103001900,,,
1472,26103002000,,,
1473,26103002100,,,
1474,26103001500,,,
1475,26103000300,,,
1476,26103000400,,,
1477,26103000500,,,
1478,26103000700,,,
1479,26103001600,,,
1480,26103002900,,,
1481,26063950700,,,
1482,26063950800,,,
1483,26063951200,,,
1484,26081013400,,,
1485,26081013500,,,
1486,26081013600,,,
1487,26081013700,,,
1488,26081013802,,,
1489,26081013900,,,
1490,26099241300,,,
1491,26099241400,,,
1492,26099241500,,,
1493,26099241600,,,
1494,26099241700,,,
1495,26099241800,,,
1496,26099215000,,,
1497,26099224600,,,
1498,26099215300,,,
1499,26099215500,,,
1500,26099215200,,,
1501,26099227000,,,
1502,26099227300,,,
1503,26099224000,,,
1504,26099242000,,,
1505,26103002800,,,
1506,26081011901,,,
1507,26081011902,,,
1508,26081010600,,,
1509,26081014502,,,
1510,26081013801,,,
1511,26081010402,,,
1512,26081011804,,,
1513,26081012608,,,
1514,26081011406,,,
1515,26081011405,,,
1516,26081012607,,,
1517,26085961100,,,
1518,26085961200,,,
1519,26045020404,,,
1520,26045020602,,,
1521,26045021002,,,
1522,26045020902,,,
1523,26045021202,,,
1524,26147658100,,,
1525,26099245000,,,
1526,26099223800,,,
1527,26099245200,,,
1528,26099245300,,,
1529,26099258000,,,
1530,26099258100,,,
1531,26099258200,,,
1532,26099258300,,,
1533,26099223900,,,
1534,26099258400,,,
1535,26099982100,,,
1536,26099247300,,,
1537,26099247400,,,
1538,26099247500,,,
1539,26099247602,,,
1540,26099247601,,,
1541,26099220002,,,
1542,26099222102,,,
1543,26099220001,,,
1544,26061000100,,,
1545,26061000500,,,
1546,26061000600,,,
1547,26061000700,,,
1548,26061000900,,,
1549,26061001000,,,
1550,26061000200,,,
1551,26139021901,,,
1552,26139025200,,,
1553,26139022206,,,
1554,26139022203,,,
1555,26139024900,,,
1556,26139025700,,,
1557,26139024400,,,
1558,26061000300,,,
1559,26061000400,,,
1560,26061000800,,,
1561,26139023001,,,
1562,26139020501,,,
1563,26139021201,,,
1564,26139020503,,,
1565,26139021301,,,
1566,26139021303,,,
1567,26139022107,,,
1568,26139024600,,,
1569,26139023600,,,
1570,26139025100,,,
1571,26139025800,,,
1572,26149040800,,,
1573,26149041300,,,
1574,26149041500,,,
1575,26149041600,,,
1576,26149041000,,,
1577,26149040300,,,
1578,26149041400,,,
1579,26149040100,,,
1580,26149040500,,,
1581,26149041200,,,
1582,26075005500,,,
1583,26075005600,,,
1584,26017285600,,,
1585,26017285800,,,
1586,26021001300,,,
1587,26021001500,,,
1588,26021002500,,,
1589,26021010100,,,
1590,26021011100,,,
1591,26021011200,,,
1592,26021011300,,,
1593,26021010400,,,
1594,26049010812,,,
1595,26049011711,,,
1596,26049010811,,,
1597,26049011209,,,
1598,26049011102,,,
1599,26049011101,,,
1600,26049012100,,,
1601,26049011302,,,
1602,26049011508,,,
1603,26049011502,,,
1604,26049011503,,,
1605,26049011505,,,
1606,26049012704,,,
1607,26049010110,,,
1608,26049012008,,,
1609,26055550900,,,
1610,26055551100,,,
1611,26055550500,,,
1612,26055550600,,,
1613,26055550700,,,
1614,26055550800,,,
1615,26055550200,,,
1616,26077002002,,,
1617,26077002101,,,
1618,26077002102,,,
1619,26077003002,,,
1620,26077002700,,,
1621,26077003004,,,
1622,26077002003,,,
1623,26065003801,,,
1624,26065003802,,,
1625,26065003901,,,
1626,26065003902,,,
1627,26065004000,,,
1628,26065004100,,,
1629,26065004301,,,
1630,26065004302,,,
1631,26065004402,,,
1632,26125192800,,,
1633,26125170000,,,
1634,26125127400,,,
1635,26125154200,,,
1636,26125181000,,,
1637,26125181100,,,
1638,26125181200,,,
1639,26125181300,,,
1640,26125193300,,,
1641,26125181400,,,
1642,26125181500,,,
1643,26125181600,,,
1644,26125161400,,,
1645,26125161500,,,
1646,26125161600,,,
1647,26125161700,,,
1648,26125161800,,,
1649,26161410200,,,
1650,26161410300,,,
1651,26161410400,,,
1652,26161410600,,,
1653,26161410700,,,
1654,26161415400,,,
1655,26161410800,,,
1656,26135970400,,,
1657,26135970500,,,
1658,26135970300,,,
1659,26135970202,,,
1660,26135970201,,,
1661,26035001000,,,
1662,26035000500,,,
1663,26035000700,,,
1664,26035001300,,,
1665,26161410900,,,
1666,26139025500,,,
1667,26139024300,,,
1668,26139024500,,,
1669,26149040900,,,
1670,26149040200,,,
1671,26149040400,,,
1672,26149040700,,,
1673,26149040600,,,
1674,26149041102,,,
1675,26003000100,,,
1676,26003000200,,,
1677,26003000300,,,
1678,26075005700,,,
1679,26075005800,,,
1680,26075005900,,,
1681,26075006200,,,
1682,26075006301,,,
1683,26149041101,,,
1684,26043950100,,,
1685,26043950200,,,
1686,26043950300,,,
1687,26043950400,,,
1688,26043950500,,,
1689,26043950600,,,
1690,26043950700,,,
1691,26075006402,,,
1692,26075006702,,,
1693,26075006701,,,
1694,26075000100,,,
1695,26075000200,,,
1696,26075000400,,,
1697,26095960200,,,
1698,26095960100,,,
1699,26095980000,,,
1700,26041970200,,,
1701,26041970400,,,
1702,26041970700,,,
1703,26041970300,,,
1704,26031960100,,,
1705,26031960200,,,
1706,26031960300,,,
1707,26031960400,,,
1708,26031960500,,,
1709,26031960700,,,
1710,26031960600,,,
1711,26031960800,,,
1712,26075000500,,,
1713,26075000600,,,
1714,26075000800,,,
1715,26075000900,,,
2500,26125140301,,,
2501,26125145900,,,
2502,26125140900,,,
2503,26125143500,,,
2504,26125135100,,,
2505,26145012600,,,
2506,26145012700,,,
2507,26145011300,,,
2508,26145012300,,,
2509,26145011800,,,
2510,26125175300,,,
2511,26125191300,,,
2512,26125192500,,,
2513,26125131100,,,
2514,26125132700,,,
2515,26125131600,,,
2516,26125131300,,,
2517,26125124000,,,
2518,26125183000,,,
2519,26125183100,,,
2520,26125183200,,,
2521,26125183300,,,
2522,26125183400,,,
2523,26125183500,,,
2524,26125183600,,,
2525,26125183700,,,
2526,26125183800,,,
2527,26125183900,,,
2528,26125184000,,,
2529,26125168700,,,
2530,26145011901,,,
2531,26145012200,,,
2532,26145010200,,,
2533,26145012100,,,
2534,26145000200,,,
2535,26145000400,,,
2536,26145000600,,,
2537,26145000700,,,
2538,26125124500,,,
2539,26125188000,,,
2540,26125191200,,,
2541,26125188100,,,
2542,26125193500,,,
2543,26125128600,,,
2544,26125184100,,,
2545,26125184200,,,
2546,26125184300,,,
2547,26125184400,,,
2548,26125184500,,,
1716,26075001000,,,
1717,26075001100,,,
1718,26075001200,,,
1719,26075001300,,,
1720,26075006100,,,
1721,26009960100,,,
1722,26009960300,,,
1723,26009960400,,,
1724,26009960200,,,
1725,26075006000,,,
1726,26075006401,,,
1727,26075006500,,,
1728,26075005400,,,
1729,26075006600,,,
1730,26075005000,,,
1731,26075005100,,,
1732,26075005200,,,
1733,26009960700,,,
1734,26009960500,,,
1735,26009960600,,,
1736,26075005302,,,
1737,26075005301,,,
1738,26075006801,,,
1739,26075006804,,,
1740,26075006304,,,
1741,26073000200,,,
1742,26073940300,,,
1743,26075006303,,,
1744,26075006803,,,
1745,26075006900,,,
1746,26083980100,,,
1747,26083000100,,,
1748,26073940100,,,
1749,26073000900,,,
1750,26073000300,,,
1751,26073000100,,,
1752,26073940400,,,
1753,26139020600,,,
1754,26091060600,,,
1755,26073940200,,,
1756,26073940500,,,
1757,26073940600,,,
1758,26073000500,,,
1759,26073000600,,,
1760,26073000700,,,
1761,26073000400,,,
1762,26073000800,,,
1763,26143970100,,,
1764,26139023100,,,
1765,26139020100,,,
1766,26139020200,,,
1767,26139020400,,,
1768,26139021500,,,
1769,26139021700,,,
1770,26091061302,,,
1771,26091061400,,,
1772,26091061500,,,
1773,26091061600,,,
1774,26091061700,,,
1775,26091060500,,,
1776,26091060700,,,
1777,26091062000,,,
1778,26041970500,,,
1779,26041970100,,,
1780,26041970800,,,
1781,26041970900,,,
1782,26041971000,,,
1783,26041971100,,,
1784,26041970600,,,
1785,26047970100,,,
1786,26047970300,,,
1787,26047970400,,,
1788,26047970800,,,
1789,26047970500,,,
1790,26047970600,,,
1791,26047970700,,,
1792,26047970200,,,
1793,26143970300,,,
1794,26143971100,,,
1795,26143970700,,,
1796,26143971000,,,
1797,26143970400,,,
1798,26143970500,,,
1799,26143970600,,,
1800,26143970200,,,
1801,26143971200,,,
1802,26139021603,,,
1803,26139021604,,,
1804,26139020900,,,
1805,26139021000,,,
1806,26139021100,,,
1807,26139022600,,,
1808,26091060800,,,
1809,26091061301,,,
1810,26091062300,,,
1811,26091062400,,,
1812,26091062200,,,
1813,26091060301,,,
1814,26139022002,,,
1815,26139020504,,,
1816,26139022103,,,
1817,26139022106,,,
1818,26139022108,,,
1819,26139021606,,,
1820,26139021605,,,
1821,26139023500,,,
1822,26091060302,,,
1823,26091060401,,,
1824,26091060402,,,
1825,26091062100,,,
1826,26139021802,,,
1827,26139022105,,,
1828,26139023002,,,
1829,26139021902,,,
1830,26139021801,,,
1831,26049001200,,,
1832,26049001300,,,
1833,26049001400,,,
1834,26049001500,,,
1835,26049001600,,,
1836,26049001700,,,
1837,26049001800,,,
1838,26049001900,,,
1839,26049002000,,,
1840,26049980100,,,
1841,26015010800,,,
1842,26093725100,,,
1843,26093743400,,,
1844,26093730600,,,
1845,26093743600,,,
1846,26093710700,,,
1847,26093713300,,,
1848,26093710500,,,
1849,26093710100,,,
1850,26093733100,,,
1851,26093732100,,,
1852,26093743700,,,
1853,26093744600,,,
1854,26093744200,,,
1855,26093742700,,,
1856,26093724001,,,
1857,26093724002,,,
1858,26093742401,,,
1859,26093730101,,,
1860,26093733601,,,
1861,26093742202,,,
1862,26115833900,,,
1863,26115830100,,,
1864,26115830800,,,
1865,26115833600,,,
1866,26115830500,,,
1867,26115830900,,,
1868,26049002200,,,
1869,26049002300,,,
1870,26049002400,,,
1871,26049002600,,,
1872,26049002700,,,
1873,26049002800,,,
1874,26049002900,,,
1875,26049003000,,,
1876,26049003100,,,
1877,26049003200,,,
1878,26015010700,,,
1879,26015010500,,,
1880,26015010600,,,
1881,26015010200,,,
1882,26093740900,,,
1883,26093741100,,,
1884,26093712601,,,
1885,26093712101,,,
1886,26093724003,,,
1887,26093712602,,,
1888,26093742402,,,
1889,26093742201,,,
1890,26093741602,,,
1891,26093741601,,,
1892,26093712102,,,
1893,26093733602,,,
1894,26093730102,,,
1895,26055551300,,,
1896,26055551400,,,
1897,26055551500,,,
1898,26055550400,,,
1899,26055551000,,,
1900,26115831100,,,
1901,26115831400,,,
1902,26115831500,,,
1903,26115831600,,,
1904,26115832800,,,
1905,26115832700,,,
1906,26049003300,,,
1907,26049003500,,,
1908,26049003600,,,
1909,26049003700,,,
1910,26049003800,,,
1911,26049980000,,,
1912,26049004000,,,
1913,26015010100,,,
1914,26015011300,,,
1915,26015011400,,,
1916,26015010300,,,
1917,26015010402,,,
1918,26119910300,,,
1919,26119910400,,,
1920,26119910500,,,
1921,26119910200,,,
1922,26119910100,,,
1923,26115830600,,,
1924,26115830700,,,
1925,26115831900,,,
1926,26115832000,,,
1927,26115832100,,,
1928,26115832200,,,
1929,26115832300,,,
1930,26115832400,,,
1931,26049011010,,,
1932,26049011902,,,
1933,26049012907,,,
1934,26049012601,,,
1935,26049012007,,,
1936,26049012006,,,
1937,26049012201,,,
1938,26049012202,,,
1939,26015010401,,,
1940,26037010104,,,
1941,26037010108,,,
1942,26037011104,,,
1943,26037010802,,,
1944,26037010105,,,
1945,26115832900,,,
1946,26115831000,,,
1947,26115833000,,,
1948,26007000300,,,
1949,26007000400,,,
1950,26007000500,,,
1951,26007000600,,,
1952,26049012311,,,
1953,26049010114,,,
1954,26049012904,,,
1955,26049012905,,,
1956,26049012310,,,
1957,26049010501,,,
1958,26049010502,,,
1959,26049010304,,,
1960,26049010305,,,
1961,26049012802,,,
1962,26037010107,,,
1963,26037010801,,,
1964,26107960900,,,
1965,26107961000,,,
1966,26107960400,,,
1967,26107960500,,,
1968,26107960600,,,
1969,26049011214,,,
1970,26049011211,,,
1971,26049011713,,,
1972,26049011710,,,
1973,26049011601,,,
1974,26049011714,,,
1975,26049012906,,,
1976,26049013111,,,
1977,26049013113,,,
1978,26089970200,,,
1979,26089970600,,,
1980,26089970300,,,
1981,26089970500,,,
1982,26089970400,,,
1983,26107981300,,,
1984,26107960300,,,
1985,26107960100,,,
1986,26107960200,,,
1987,26049011402,,,
1988,26049011401,,,
1989,26089970100,,,
1990,26165380200,,,
1991,26165380300,,,
1992,26017285900,,,
1993,26017286000,,,
1994,26017286100,,,
1995,26017280300,,,
1996,26017280400,,,
1997,26017280500,,,
1998,26017280600,,,
1999,26017280700,,,
2000,26017280800,,,
2001,26021011000,,,
2002,26021001900,,,
2003,26021002100,,,
2004,26021002200,,,
2005,26021002300,,,
2006,26021002400,,,
2007,26021002000,,,
2008,26021000300,,,
2009,26049010112,,,
2010,26049010113,,,
2011,26049010202,,,
2012,26049012402,,,
2013,26049010603,,,
2014,26049010503,,,
2015,26049010504,,,
2016,26049011800,,,
2017,26049011212,,,
2018,26165380400,,,
2019,26165380500,,,
2020,26165380600,,,
2021,26165380700,,,
2022,26165380800,,,
2023,26165380100,,,
2024,26129950400,,,
2025,26129950600,,,
2026,26129950100,,,
2027,26129950200,,,
2028,26129950300,,,
2029,26129950500,,,
2030,26129950900,,,
2031,26017280900,,,
2032,26017281000,,,
2033,26017281300,,,
2034,26017285300,,,
2035,26017285100,,,
2036,26017285400,,,
2037,26021000400,,,
2038,26021000500,,,
2039,26021000600,,,
2040,26021000800,,,
2041,26021010600,,,
2042,26021021400,,,
2043,26021020300,,,
2044,26021020200,,,
2045,26021011600,,,
2046,26115830200,,,
2047,26115831200,,,
2048,26115831300,,,
2049,26115831700,,,
2050,26115831800,,,
2051,26049010911,,,
2052,26021001700,,,
2053,26115832500,,,
2054,26115832600,,,
2055,26115833700,,,
2056,26115830300,,,
2057,26115830400,,,
2058,26115833100,,,
2059,26151970100,,,
2060,26151970500,,,
2061,26049013001,,,
2062,26049012602,,,
2063,26049010111,,,
2064,26049013402,,,
2065,26049013110,,,
2066,26049013301,,,
2067,26049012603,,,
2068,26115833500,,,
2069,26115833800,,,
2070,26151970600,,,
2071,26151970700,,,
2072,26151970200,,,
2073,26151970300,,,
2074,26151970400,,,
2075,26049013401,,,
2076,26049013600,,,
2077,26049013500,,,
2078,26037010500,,,
2079,26037010901,,,
2080,26037010201,,,
2081,26037010203,,,
2082,26037010204,,,
2083,26037010702,,,
2084,26037010400,,,
2085,26021021200,,,
2086,26021021300,,,
2087,26021010500,,,
2088,26021001100,,,
2089,26021001800,,,
2090,26151971100,,,
2091,26151971200,,,
2092,26151970800,,,
2093,26151970900,,,
2094,26151971000,,,
2095,26067030200,,,
2096,26067030300,,,
2097,26067030400,,,
2098,26067031300,,,
2099,26067031500,,,
2100,26049003400,,,
2101,26037010600,,,
2102,26037010701,,,
2103,26037010902,,,
2104,26037011001,,,
2105,26037011002,,,
2106,26037010300,,,
2107,26055550102,,,
2108,26055550101,,,
2109,26021000900,,,
2110,26021001000,,,
2111,26021000700,,,
2112,26021011400,,,
2113,26021010300,,,
2114,26067031600,,,
2115,26067031700,,,
2116,26067030100,,,
2117,26067031200,,,
2118,26055550300,,,
2119,26055551200,,,
2120,26127010500,,,
2121,26127010300,,,
2122,26127010400,,,
2123,26067031400,,,
2124,26067982200,,,
2125,26067032100,,,
2126,26067031900,,,
2127,26049011610,,,
2128,26049012703,,,
2129,26049012009,,,
2130,26049012003,,,
2131,26049012801,,,
2132,26049013202,,,
2133,26049011712,,,
2134,26049010813,,,
2135,26127010900,,,
2136,26127011000,,,
2137,26127010800,,,
2138,26127010600,,,
2139,26093740200,,,
2140,26093740700,,,
2141,26093740300,,,
2142,26093740600,,,
2143,26093722500,,,
2144,26093721100,,,
2145,26093744700,,,
2146,26093744800,,,
2147,26093744900,,,
2148,26093743300,,,
2149,26093743500,,,
2150,26049013204,,,
2151,26049013112,,,
2152,26049000100,,,
2153,26049000200,,,
2154,26049000300,,,
2155,26049000400,,,
2156,26049000500,,,
2157,26049000600,,,
2158,26049000700,,,
2159,26049000800,,,
2160,26049000900,,,
2161,26049001000,,,
2162,26049001100,,,
2163,26093720100,,,
2164,26093711000,,,
2165,26093740800,,,
2166,26093742500,,,
2167,26093742900,,,
2168,26093744400,,,
2169,26093743900,,,
2170,26093743800,,,
2171,26093722100,,,
2172,26093710300,,,
2173,26093722300,,,
2174,26093731100,,,
2175,26093713100,,,
2176,26093713700,,,
2177,26093713500,,,
2178,26093740500,,,
2179,26093725000,,,
2180,26087336000,,,
2181,26087342100,,,
2182,26065006600,,,
2183,26065003103,,,
2184,26065006800,,,
2185,26065006700,,,
2186,26065006001,,,
2187,26065006002,,,
2188,26065002101,,,
2189,26065007000,,,
2190,26077002901,,,
2191,26077006601,,,
2192,26077006701,,,
2193,26077000600,,,
2194,26077000900,,,
2195,26077001000,,,
2196,26077001100,,,
2197,26077001200,,,
2198,26077001801,,,
2199,26077001802,,,
2200,26077001803,,,
2201,26077002903,,,
2202,26077001502,,,
2203,26077001503,,,
2204,26077002905,,,
2205,26077003302,,,
2206,26077001905,,,
2207,26077001906,,,
2208,26077001907,,,
2209,26077002801,,,
2210,26065005600,,,
2211,26065005100,,,
2212,26065005202,,,
2213,26065005302,,,
2214,26065005304,,,
2215,26065005501,,,
2216,26065005502,,,
2217,26065002901,,,
2218,26077002004,,,
2219,26077002005,,,
2220,26077003003,,,
2221,26077006103,,,
2222,26077006102,,,
2223,26077006702,,,
2224,26077003500,,,
2225,26065004403,,,
2226,26065003302,,,
2227,26065003400,,,
2228,26065003500,,,
2229,26065003601,,,
2230,26065003602,,,
2231,26065004700,,,
2232,26065004901,,,
2233,26065004902,,,
2234,26065005001,,,
2235,26065005700,,,
2236,26087342000,,,
2237,26087341500,,,
2238,26087336500,,,
2239,26087339000,,,
2240,26087338500,,,
2241,26065005800,,,
2242,26065003700,,,
2243,26065005201,,,
2244,26065005303,,,
2245,26065006500,,,
2246,26065005900,,,
2247,26065006100,,,
2248,26065004500,,,
2249,26065005002,,,
2250,26087330500,,,
2251,26087334500,,,
2252,26087331500,,,
2253,26087334000,,,
2254,26087333500,,,
2255,26087340500,,,
2256,26065006301,,,
2257,26065006401,,,
2258,26065980200,,,
2259,26065004801,,,
2260,26065004802,,,
2261,26065980300,,,
2262,26039960500,,,
2263,26039960100,,,
2264,26039960200,,,
2265,26039960300,,,
2266,26039960400,,,
2267,26087338000,,,
2268,26087333000,,,
2269,26087339500,,,
2270,26087337500,,,
2271,26087332500,,,
2272,26087337000,,,
2273,26065005401,,,
2274,26065980100,,,
2275,26065980000,,,
2276,26065004493,,,
2277,26065005402,,,
2278,26065006402,,,
2279,26065006302,,,
2280,26065004490,,,
2281,26065004491,,,
2282,26087330000,,,
2283,26087332000,,,
2284,26087331000,,,
2285,26087340000,,,
2286,26087341000,,,
2287,26121001000,,,
2288,26121001600,,,
2289,26121002300,,,
2290,26121002500,,,
2291,26121003500,,,
2292,26121003700,,,
2293,26057000200,,,
2294,26057000500,,,
2295,26057000600,,,
2296,26057000900,,,
2297,26057000800,,,
2298,26125190500,,,
2299,26125180300,,,
2300,26125134000,,,
2301,26125134300,,,
2302,26125134400,,,
2303,26125134900,,,
2304,26125128500,,,
2305,26125131800,,,
2306,26125121500,,,
2307,26125127500,,,
2308,26125141000,,,
2309,26125145300,,,
2310,26125154100,,,
2311,26125156100,,,
2312,26125156200,,,
2313,26125156300,,,
2314,26125157700,,,
2315,26121003800,,,
2316,26121003900,,,
2317,26121003600,,,
2318,26121004000,,,
2319,26121003000,,,
2320,26121003100,,,
2321,26121003300,,,
2322,26121003400,,,
2323,26121003200,,,
2324,26057001000,,,
2325,26057000700,,,
2326,26057000100,,,
2327,26057000300,,,
2328,26057000400,,,
2329,26125123100,,,
2330,26125134500,,,
2331,26125136800,,,
2332,26125134600,,,
2333,26125134700,,,
2334,26125157800,,,
2335,26125160300,,,
2336,26125141100,,,
2337,26125141200,,,
2338,26125141300,,,
2339,26125141400,,,
2340,26125141500,,,
2341,26125141600,,,
2342,26125156500,,,
2343,26125157600,,,
2344,26125157900,,,
2345,26125156900,,,
2346,26125157000,,,
2347,26125157100,,,
2348,26125130000,,,
2349,26125130100,,,
2350,26121002700,,,
2351,26121002800,,,
2352,26121001700,,,
2353,26121001800,,,
2354,26121000100,,,
2355,26121000300,,,
2356,26121000500,,,
2357,26121000601,,,
2358,26125165000,,,
2359,26125165100,,,
2360,26125190200,,,
2361,26125165200,,,
2362,26125166000,,,
2363,26125166100,,,
2364,26125166200,,,
2365,26125140600,,,
2366,26125141700,,,
2367,26125160000,,,
2368,26125137100,,,
2369,26125137400,,,
2370,26125138100,,,
2371,26125198000,,,
2372,26125157500,,,
2373,26125198100,,,
2374,26125130700,,,
2375,26125130200,,,
2376,26125130400,,,
2377,26125133100,,,
2378,26125168800,,,
2379,26121000800,,,
2380,26121000900,,,
2381,26121001200,,,
2382,26121002100,,,
2383,26121001901,,,
2384,26121001902,,,
2385,26121002000,,,
2386,26121001300,,,
2387,26125168100,,,
2388,26125168600,,,
2389,26125168900,,,
2390,26125166400,,,
2391,26125166500,,,
2392,26125166600,,,
2393,26125166700,,,
2394,26125166800,,,
2395,26125166900,,,
2396,26125142000,,,
2397,26125142100,,,
2398,26125142200,,,
2399,26125142300,,,
2400,26125142400,,,
2401,26125140800,,,
2402,26125142500,,,
2403,26125168500,,,
2404,26125121800,,,
2405,26125981000,,,
2406,26125130300,,,
2407,26125135300,,,
2408,26125145502,,,
2409,26145012900,,,
2410,26145013100,,,
2411,26145011200,,,
2412,26121001402,,,
2413,26121002400,,,
2414,26121002601,,,
2415,26121001500,,,
2416,26121002602,,,
2417,26121002900,,,
2418,26121002200,,,
2419,26133970200,,,
2420,26133970300,,,
2421,26133970400,,,
2422,26133970500,,,
2423,26133970100,,,
2424,26133970600,,,
2425,26125167000,,,
2426,26125167800,,,
2427,26125130500,,,
2428,26125168400,,,
2429,26125167300,,,
2430,26125142600,,,
2431,26125142700,,,
2432,26125145400,,,
2433,26125191000,,,
2434,26125191100,,,
2435,26125197900,,,
2436,26125193400,,,
2437,26125145501,,,
2438,26125138302,,,
2439,26125133001,,,
2440,26125136102,,,
2441,26125133003,,,
2442,26125135200,,,
2443,26125136101,,,
2444,26145012500,,,
2445,26145012400,,,
2446,26145011500,,,
2447,26145011600,,,
2448,26145011701,,,
2449,26121000401,,,
2450,26121000402,,,
2451,26121004200,,,
2452,26121004300,,,
2453,26125167400,,,
2454,26125167500,,,
2455,26125190400,,,
2456,26125173000,,,
