OBJECTID,GEOID10,WCCDistrict,DPDPrecinct,DETCouncilDist
2457,26125173100,,,
2458,26125173200,,,
2459,26125173300,,,
2460,26125173400,,,
2461,26125173500,,,
2462,26125192000,,,
2463,26125192200,,,
2464,26125192400,,,
2465,26125134800,,,
2466,26125193000,,,
2467,26125193100,,,
2468,26125192700,,,
2469,26125193600,,,
2470,26125140302,,,
2471,26125133002,,,
2472,26125135000,,,
2473,26125144701,,,
2474,26125197701,,,
2475,26125197702,,,
2476,26125121700,,,
2477,26145011702,,,
2478,26145000100,,,
2479,26145011000,,,
2480,26145011100,,,
2481,26145010700,,,
2482,26125173600,,,
2483,26125187000,,,
2484,26125123000,,,
2485,26125122900,,,
2486,26125190700,,,
2487,26125175000,,,
2488,26125175100,,,
2489,26125175200,,,
2490,26125194300,,,
2491,26125193700,,,
2492,26125194000,,,
2493,26125194100,,,
2494,26125194200,,,
2495,26125127600,,,
2496,26125194400,,,
2497,26125194600,,,
2498,26125125000,,,
2499,26125138301,,,
2549,26125140500,,,
2550,26125184600,,,
2551,26125184700,,,
2552,26125172500,,,
2553,26059050600,,,
2554,26059051000,,,
2555,26145000800,,,
2556,26145000900,,,
2557,26145001000,,,
2558,26145001100,,,
2559,26125160700,,,
2560,26125160800,,,
2561,26125160900,,,
2562,26125161000,,,
2563,26125161100,,,
2564,26125161200,,,
2565,26125161300,,,
2566,26059050400,,,
2567,26059051100,,,
2568,26059050900,,,
2569,26059051200,,,
2570,26059050500,,,
2571,26059050700,,,
2572,26059050800,,,
2573,26145001800,,,
2574,26145001900,,,
2575,26145002000,,,
2576,26145002100,,,
2577,26145010401,,,
2578,26145010302,,,
2579,26145010303,,,
2580,26145010304,,,
2581,26145010402,,,
2582,26145010600,,,
2583,26145011902,,,
2584,26145013000,,,
2585,26145012001,,,
2586,26145012002,,,
2587,26145012003,,,
2588,26125170100,,,
2589,26125170200,,,
2590,26125190800,,,
2591,26125170300,,,
2592,26125170400,,,
2593,26125153200,,,
2594,26125153100,,,
2595,26125153000,,,
2596,26125152600,,,
2597,26125152700,,,
2598,26125126200,,,
2599,26125132500,,,
2600,26125137800,,,
2601,26125136000,,,
2602,26125157400,,,
2603,26125157300,,,
2604,26125160400,,,
2605,26125137700,,,
2606,26125162300,,,
2607,26125162400,,,
2608,26125162500,,,
2609,26125158200,,,
2610,26125159000,,,
2611,26125158100,,,
2612,26125126300,,,
2613,26145010100,,,
2614,26145010800,,,
2615,26125154600,,,
2616,26125153300,,,
2617,26125196300,,,
2618,26125196400,,,
2619,26125196500,,,
2620,26125196600,,,
2621,26125196700,,,
2622,26125150200,,,
2623,26125150300,,,
2624,26125150400,,,
2625,26125150500,,,
2626,26125150600,,,
2627,26125139200,,,
2628,26125131400,,,
2629,26125171000,,,
2630,26125171100,,,
2631,26125171200,,,
2632,26125171300,,,
2633,26125171400,,,
2634,26125171500,,,
2635,26125171600,,,
2636,26125172400,,,
2637,26125196800,,,
2638,26125196900,,,
2639,26125131500,,,
2640,26125197000,,,
2641,26125197100,,,
2642,26125197200,,,
2643,26125197300,,,
2644,26125197400,,,
2645,26125197500,,,
2646,26125150700,,,
2647,26125150800,,,
2648,26125150900,,,
2649,26125151000,,,
2650,26125156400,,,
2651,26125122400,,,
2652,26125120300,,,
2653,26125122700,,,
2654,26035000100,,,
2655,26035000200,,,
2656,26035000300,,,
2657,26035000400,,,
2658,26035000900,,,
2659,26161454000,,,
2660,26161411000,,,
2661,26161411100,,,
2662,26161411200,,,
2663,26161412700,,,
2664,26161413200,,,
2665,26161410100,,,
2666,26161416200,,,
2667,26161410500,,,
2668,26161412100,,,
2669,26161412300,,,
2670,26161414900,,,
2671,26161413000,,,
2672,26161412600,,,
2673,26161415600,,,
2674,26161411700,,,
2675,26161414700,,,
2676,26161423400,,,
2677,26161415800,,,
2678,26161421100,,,
2679,26161425000,,,
2680,26161447000,,,
2681,26161413403,,,
2682,26161984000,,,
2683,26161412000,,,
2684,26161411900,,,
2685,26161446200,,,
2686,26161446400,,,
2687,26161413401,,,
2688,26161413402,,,
2689,26105950800,,,
2690,26105950200,,,
2691,26105950600,,,
2692,26105950700,,,
2693,26105950100,,,
2694,26105950300,,,
2695,26105950400,,,
2696,26105950500,,,
2697,26101000200,,,
2698,26101000400,,,
2699,26101000700,,,
2700,26101000800,,,
2701,26101000900,,,
2702,26101000300,,,
2703,26161404400,,,
2704,26161404500,,,
2705,26161404600,,,
2706,26161405100,,,
2707,26161405200,,,
2708,26161405300,,,
2709,26161405400,,,
2710,26117970300,,,
2711,26117970400,,,
2712,26117971000,,,
2713,26117970500,,,
2714,26117970700,,,
2715,26029000500,,,
2716,26029000300,,,
2717,26029000400,,,
2718,26029000900,,,
2719,26029001200,,,
2720,26029001300,,,
2721,26029001400,,,
2722,26029000200,,,
2723,26029000800,,,
2724,26029001000,,,
2725,26161405500,,,
2726,26161406000,,,
2727,26161414200,,,
2728,26161416000,,,
2729,26161415200,,,
2730,26161422200,,,
2731,26161407000,,,
2732,26161420000,,,
2733,26117970900,,,
2734,26117970100,,,
2735,26117970200,,,
2736,26117970800,,,
2737,26117971100,,,
2738,26117971200,,,
2739,26029001100,,,
2740,26029000100,,,
2741,26029001500,,,
2742,26161420200,,,
2743,26161432000,,,
2744,26161445000,,,
2745,26161453000,,,
2746,26117971300,,,
2747,26117970600,,,
2748,26161448000,,,
2749,26161426000,,,
2750,26161423600,,,
2751,26161431000,,,
2752,26161421900,,,
2753,26161456000,,,
2754,26079950400,,,
2755,26079950300,,,
2756,26079950200,,,
2757,26079950602,,,
2758,26161405600,,,
2759,26161414000,,,
2760,26161414500,,,
2761,26161414300,,,
2762,26161465000,,,
2763,26161422900,,,
2764,26161464000,,,
2765,26161461000,,,
2766,26161407600,,,
2767,26079950601,,,
